,지역,망,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
1330,서울 종로구,도시대기,111123,종로구,2021112511,0.005,0.5,0.02,0.02,69.0,32.0,서울 종로구 종로35가길 19
1331,서울 종로구,도시대기,111123,종로구,2021112512,0.004,0.5,0.024,0.02,74.0,31.0,서울 종로구 종로35가길 19
1332,서울 종로구,도시대기,111123,종로구,2021112513,0.004,0.5,0.027,0.019,76.0,31.0,서울 종로구 종로35가길 19
1333,서울 종로구,도시대기,111123,종로구,2021112514,0.004,0.5,0.031,0.015,70.0,27.0,서울 종로구 종로35가길 19
1334,서울 종로구,도시대기,111123,종로구,2021112515,0.004,0.4,0.035,0.015,69.0,27.0,서울 종로구 종로35가길 19
1335,서울 종로구,도시대기,111123,종로구,2021112516,0.004,0.4,0.035,0.015,63.0,22.0,서울 종로구 종로35가길 19
1336,서울 종로구,도시대기,111123,종로구,2021112517,0.003,0.4,0.035,0.014,64.0,24.0,서울 종로구 종로35가길 19
1337,서울 종로구,도시대기,111123,종로구,2021112518,0.004,0.5,0.03,0.02,53.0,21.0,서울 종로구 종로35가길 19
1338,서울 종로구,도시대기,111123,종로구,2021112519,0.004,0.6,0.025,0.024,51.0,24.0,서울 종로구 종로35가길 19
1339,서울 종로구,도시대기,111123,종로구,2021112520,0.004,0.5,0.025,0.023,49.0,24.0,서울 종로구 종로35가길 19
1340,서울 종로구,도시대기,111123,종로구,2021112521,0.004,0.5,0.024,0.022,41.0,22.0,서울 종로구 종로35가길 19
1341,서울 종로구,도시대기,111123,종로구,2021112522,0.003,0.5,0.025,0.021,34.0,19.0,서울 종로구 종로35가길 19
1342,서울 종로구,도시대기,111123,종로구,2021112523,0.003,0.4,0.025,0.021,28.0,16.0,서울 종로구 종로35가길 19
1343,서울 종로구,도시대기,111123,종로구,2021112524,0.003,0.4,0.03,0.014,24.0,14.0,서울 종로구 종로35가길 19
1344,서울 종로구,도시대기,111123,종로구,2021112601,0.003,0.4,0.033,0.011,22.0,11.0,서울 종로구 종로35가길 19
1345,서울 종로구,도시대기,111123,종로구,2021112602,0.003,0.4,0.031,0.011,15.0,9.0,서울 종로구 종로35가길 19
1346,서울 종로구,도시대기,111123,종로구,2021112603,0.003,0.4,0.032,0.011,16.0,9.0,서울 종로구 종로35가길 19
1347,서울 종로구,도시대기,111123,종로구,2021112604,0.003,0.4,0.03,0.012,15.0,10.0,서울 종로구 종로35가길 19
1348,서울 종로구,도시대기,111123,종로구,2021112605,0.003,0.4,0.028,0.013,16.0,13.0,서울 종로구 종로35가길 19
1349,서울 종로구,도시대기,111123,종로구,2021112606,0.003,0.4,0.022,0.02,14.0,9.0,서울 종로구 종로35가길 19
1350,서울 종로구,도시대기,111123,종로구,2021112607,0.003,0.5,0.004,0.041,19.0,10.0,서울 종로구 종로35가길 19
1351,서울 종로구,도시대기,111123,종로구,2021112608,0.003,0.7,0.003,0.046,19.0,11.0,서울 종로구 종로35가길 19
1352,서울 종로구,도시대기,111123,종로구,2021112609,0.003,0.7,0.004,0.048,22.0,14.0,서울 종로구 종로35가길 19
1353,서울 종로구,도시대기,111123,종로구,2021112610,0.004,0.7,0.007,0.045,28.0,14.0,서울 종로구 종로35가길 19
1354,서울 종로구,도시대기,111123,종로구,2021112611,0.003,0.7,0.01,0.043,31.0,17.0,서울 종로구 종로35가길 19
1355,서울 종로구,도시대기,111123,종로구,2021112612,0.004,0.6,0.011,0.041,32.0,18.0,서울 종로구 종로35가길 19
1356,서울 종로구,도시대기,111123,종로구,2021112613,0.004,0.5,0.022,0.026,32.0,17.0,서울 종로구 종로35가길 19
1357,서울 종로구,도시대기,111123,종로구,2021112614,0.004,0.4,0.03,0.017,26.0,14.0,서울 종로구 종로35가길 19
1358,서울 종로구,도시대기,111123,종로구,2021112615,0.003,0.4,0.03,0.016,32.0,17.0,서울 종로구 종로35가길 19
1359,서울 종로구,도시대기,111123,종로구,2021112616,0.003,0.4,0.031,0.015,29.0,15.0,서울 종로구 종로35가길 19
1360,서울 종로구,도시대기,111123,종로구,2021112617,0.003,0.4,0.026,0.02,25.0,12.0,서울 종로구 종로35가길 19
1361,서울 종로구,도시대기,111123,종로구,2021112618,0.003,0.5,0.019,0.027,27.0,15.0,서울 종로구 종로35가길 19
1362,서울 종로구,도시대기,111123,종로구,2021112619,0.003,0.7,0.013,0.035,33.0,21.0,서울 종로구 종로35가길 19
1363,서울 종로구,도시대기,111123,종로구,2021112620,0.003,0.5,0.008,0.039,36.0,22.0,서울 종로구 종로35가길 19
1364,서울 종로구,도시대기,111123,종로구,2021112621,0.004,0.5,0.009,0.038,36.0,21.0,서울 종로구 종로35가길 19
1365,서울 종로구,도시대기,111123,종로구,2021112622,0.003,0.4,0.024,0.02,30.0,17.0,서울 종로구 종로35가길 19
1366,서울 종로구,도시대기,111123,종로구,2021112623,0.003,0.4,0.029,0.015,20.0,16.0,서울 종로구 종로35가길 19
1367,서울 종로구,도시대기,111123,종로구,2021112624,0.003,0.4,0.031,0.013,22.0,13.0,서울 종로구 종로35가길 19
1368,서울 종로구,도시대기,111123,종로구,2021112701,0.003,0.4,0.031,0.011,25.0,15.0,서울 종로구 종로35가길 19
1369,서울 종로구,도시대기,111123,종로구,2021112702,0.003,0.4,0.03,0.012,25.0,15.0,서울 종로구 종로35가길 19
1370,서울 종로구,도시대기,111123,종로구,2021112703,0.003,0.5,0.027,0.013,28.0,18.0,서울 종로구 종로35가길 19
1371,서울 종로구,도시대기,111123,종로구,2021112704,0.004,0.5,0.026,0.012,27.0,16.0,서울 종로구 종로35가길 19
1372,서울 종로구,도시대기,111123,종로구,2021112705,0.003,0.5,0.021,0.017,30.0,17.0,서울 종로구 종로35가길 19
1373,서울 종로구,도시대기,111123,종로구,2021112706,0.004,0.6,0.01,0.029,28.0,17.0,서울 종로구 종로35가길 19
1374,서울 종로구,도시대기,111123,종로구,2021112707,0.003,0.6,0.004,0.037,28.0,19.0,서울 종로구 종로35가길 19
1375,서울 종로구,도시대기,111123,종로구,2021112708,0.003,0.7,0.003,0.039,31.0,19.0,서울 종로구 종로35가길 19
1376,서울 종로구,도시대기,111123,종로구,2021112709,0.003,0.7,0.005,0.04,31.0,21.0,서울 종로구 종로35가길 19
1377,서울 종로구,도시대기,111123,종로구,2021112710,0.004,0.7,0.009,0.036,37.0,22.0,서울 종로구 종로35가길 19
1378,서울 종로구,도시대기,111123,종로구,2021112711,0.004,0.5,0.019,0.024,40.0,27.0,서울 종로구 종로35가길 19
1379,서울 종로구,도시대기,111123,종로구,2021112712,0.004,0.5,0.024,0.02,38.0,21.0,서울 종로구 종로35가길 19
1380,서울 종로구,도시대기,111123,종로구,2021112713,0.004,0.5,0.028,0.018,34.0,23.0,서울 종로구 종로35가길 19
1381,서울 종로구,도시대기,111123,종로구,2021112714,0.003,0.5,0.027,0.02,31.0,19.0,서울 종로구 종로35가길 19
1382,서울 종로구,도시대기,111123,종로구,2021112715,0.004,0.5,0.025,0.024,35.0,26.0,서울 종로구 종로35가길 19
1383,서울 종로구,도시대기,111123,종로구,2021112716,0.004,0.5,0.021,0.03,34.0,24.0,서울 종로구 종로35가길 19
1384,서울 종로구,도시대기,111123,종로구,2021112717,0.004,0.7,0.01,0.044,40.0,26.0,서울 종로구 종로35가길 19
1385,서울 종로구,도시대기,111123,종로구,2021112718,0.004,0.7,0.004,0.048,46.0,32.0,서울 종로구 종로35가길 19
1386,서울 종로구,도시대기,111123,종로구,2021112719,0.004,0.7,0.004,0.047,48.0,34.0,서울 종로구 종로35가길 19
1387,서울 종로구,도시대기,111123,종로구,2021112720,0.003,0.8,0.002,0.048,50.0,34.0,서울 종로구 종로35가길 19
1388,서울 종로구,도시대기,111123,종로구,2021112721,0.004,1.0,0.002,0.049,47.0,33.0,서울 종로구 종로35가길 19
1389,서울 종로구,도시대기,111123,종로구,2021112722,0.004,1.0,0.002,0.053,49.0,33.0,서울 종로구 종로35가길 19
1390,서울 종로구,도시대기,111123,종로구,2021112723,0.004,1.1,0.002,0.053,50.0,35.0,서울 종로구 종로35가길 19
1391,서울 종로구,도시대기,111123,종로구,2021112724,0.004,1.1,0.002,0.055,46.0,33.0,서울 종로구 종로35가길 19
1392,서울 종로구,도시대기,111123,종로구,2021112801,0.004,0.9,0.002,0.05,47.0,33.0,서울 종로구 종로35가길 19
1393,서울 종로구,도시대기,111123,종로구,2021112802,0.004,1.0,0.002,0.049,44.0,32.0,서울 종로구 종로35가길 19
1394,서울 종로구,도시대기,111123,종로구,2021112803,0.004,1.0,0.002,0.05,47.0,35.0,서울 종로구 종로35가길 19
1395,서울 종로구,도시대기,111123,종로구,2021112804,0.003,1.0,0.002,0.047,45.0,32.0,서울 종로구 종로35가길 19
1396,서울 종로구,도시대기,111123,종로구,2021112805,0.003,0.9,0.002,0.043,47.0,35.0,서울 종로구 종로35가길 19
1397,서울 종로구,도시대기,111123,종로구,2021112806,0.003,0.9,0.002,0.042,44.0,34.0,서울 종로구 종로35가길 19
1398,서울 종로구,도시대기,111123,종로구,2021112807,0.003,0.9,0.002,0.041,43.0,36.0,서울 종로구 종로35가길 19
1399,서울 종로구,도시대기,111123,종로구,2021112808,0.003,0.9,0.002,0.04,44.0,35.0,서울 종로구 종로35가길 19
1400,서울 종로구,도시대기,111123,종로구,2021112809,0.003,0.9,0.003,0.039,43.0,34.0,서울 종로구 종로35가길 19
1401,서울 종로구,도시대기,111123,종로구,2021112810,0.003,0.6,0.009,0.029,40.0,31.0,서울 종로구 종로35가길 19
1402,서울 종로구,도시대기,111123,종로구,2021112811,0.004,0.6,0.013,0.028,40.0,31.0,서울 종로구 종로35가길 19
1403,서울 종로구,도시대기,111123,종로구,2021112812,0.004,0.6,0.016,0.031,41.0,32.0,서울 종로구 종로35가길 19
1404,서울 종로구,도시대기,111123,종로구,2021112813,0.004,0.6,0.018,0.031,40.0,34.0,서울 종로구 종로35가길 19
1405,서울 종로구,도시대기,111123,종로구,2021112814,0.004,0.6,0.019,0.032,40.0,31.0,서울 종로구 종로35가길 19
1406,서울 종로구,도시대기,111123,종로구,2021112815,0.004,0.6,0.021,0.033,40.0,34.0,서울 종로구 종로35가길 19
1407,서울 종로구,도시대기,111123,종로구,2021112816,0.004,0.6,0.018,0.037,36.0,28.0,서울 종로구 종로35가길 19
1408,서울 종로구,도시대기,111123,종로구,2021112817,0.004,0.6,0.016,0.041,45.0,33.0,서울 종로구 종로35가길 19
1409,서울 종로구,도시대기,111123,종로구,2021112818,0.005,0.7,0.009,0.05,43.0,34.0,서울 종로구 종로35가길 19
1410,서울 종로구,도시대기,111123,종로구,2021112819,0.005,0.8,0.004,0.059,55.0,47.0,서울 종로구 종로35가길 19
1411,서울 종로구,도시대기,111123,종로구,2021112820,0.004,1.1,0.002,0.064,67.0,51.0,서울 종로구 종로35가길 19
1412,서울 종로구,도시대기,111123,종로구,2021112821,0.005,1.2,0.003,0.065,67.0,51.0,서울 종로구 종로35가길 19
1413,서울 종로구,도시대기,111123,종로구,2021112822,0.005,1.2,0.002,0.065,53.0,41.0,서울 종로구 종로35가길 19
1414,서울 종로구,도시대기,111123,종로구,2021112823,0.004,1.3,0.002,0.069,56.0,41.0,서울 종로구 종로35가길 19
1415,서울 종로구,도시대기,111123,종로구,2021112824,0.005,1.4,0.003,0.071,52.0,38.0,서울 종로구 종로35가길 19
1416,서울 종로구,도시대기,111123,종로구,2021112901,0.005,1.3,0.002,0.066,56.0,42.0,서울 종로구 종로35가길 19
1417,서울 종로구,도시대기,111123,종로구,2021112902,0.005,1.3,0.002,0.067,53.0,40.0,서울 종로구 종로35가길 19
1418,서울 종로구,도시대기,111123,종로구,2021112903,0.005,1.4,0.002,0.064,55.0,44.0,서울 종로구 종로35가길 19
1419,서울 종로구,도시대기,111123,종로구,2021112904,0.005,1.2,0.002,0.059,52.0,39.0,서울 종로구 종로35가길 19
1420,서울 종로구,도시대기,111123,종로구,2021112905,0.004,1.2,0.002,0.057,51.0,43.0,서울 종로구 종로35가길 19
1421,서울 종로구,도시대기,111123,종로구,2021112906,0.004,1.1,0.002,0.053,50.0,42.0,서울 종로구 종로35가길 19
1422,서울 종로구,도시대기,111123,종로구,2021112907,0.004,1.0,0.002,0.049,47.0,41.0,서울 종로구 종로35가길 19
1423,서울 종로구,도시대기,111123,종로구,2021112908,0.004,1.1,0.002,0.054,51.0,41.0,서울 종로구 종로35가길 19
1424,서울 종로구,도시대기,111123,종로구,2021112909,0.004,1.0,0.002,0.051,55.0,45.0,서울 종로구 종로35가길 19
1425,서울 종로구,도시대기,111123,종로구,2021112910,0.005,1.0,0.004,0.048,53.0,42.0,서울 종로구 종로35가길 19
1426,서울 종로구,도시대기,111123,종로구,2021112911,0.005,0.9,0.005,0.047,62.0,45.0,서울 종로구 종로35가길 19
1427,서울 종로구,도시대기,111123,종로구,2021112912,0.005,0.9,0.007,0.051,65.0,50.0,서울 종로구 종로35가길 19
1428,서울 종로구,도시대기,111123,종로구,2021112913,0.005,0.7,0.01,0.045,57.0,45.0,서울 종로구 종로35가길 19
1429,서울 종로구,도시대기,111123,종로구,2021112914,0.005,0.6,0.019,0.035,44.0,32.0,서울 종로구 종로35가길 19
1430,서울 종로구,도시대기,111123,종로구,2021112915,0.005,0.5,0.023,0.032,31.0,23.0,서울 종로구 종로35가길 19
1431,서울 종로구,도시대기,111123,종로구,2021112916,0.004,0.5,0.026,0.028,25.0,17.0,서울 종로구 종로35가길 19
1432,서울 종로구,도시대기,111123,종로구,2021112917,0.004,0.6,0.011,0.049,33.0,21.0,서울 종로구 종로35가길 19
1433,서울 종로구,도시대기,111123,종로구,2021112918,0.004,0.7,0.003,0.063,59.0,39.0,서울 종로구 종로35가길 19
1434,서울 종로구,도시대기,111123,종로구,2021112919,0.005,0.8,0.002,0.067,69.0,44.0,서울 종로구 종로35가길 19
1435,서울 종로구,도시대기,111123,종로구,2021112920,0.005,1.1,0.002,0.067,72.0,50.0,서울 종로구 종로35가길 19
1436,서울 종로구,도시대기,111123,종로구,2021112921,0.005,1.5,0.003,0.073,77.0,55.0,서울 종로구 종로35가길 19
1437,서울 종로구,도시대기,111123,종로구,2021112922,0.005,1.4,0.003,0.074,77.0,54.0,서울 종로구 종로35가길 19
1438,서울 종로구,도시대기,111123,종로구,2021112923,0.005,1.3,0.003,0.074,70.0,48.0,서울 종로구 종로35가길 19
1439,서울 종로구,도시대기,111123,종로구,2021112924,0.005,1.1,0.002,0.07,65.0,42.0,서울 종로구 종로35가길 19
1440,서울 종로구,도시대기,111123,종로구,2021113001,0.005,1.2,0.003,0.07,62.0,39.0,서울 종로구 종로35가길 19
1441,서울 종로구,도시대기,111123,종로구,2021113002,0.005,0.9,0.002,0.057,53.0,36.0,서울 종로구 종로35가길 19
1442,서울 종로구,도시대기,111123,종로구,2021113003,0.005,0.6,0.002,0.049,45.0,36.0,서울 종로구 종로35가길 19
1443,서울 종로구,도시대기,111123,종로구,2021113004,0.004,0.5,0.007,0.039,42.0,32.0,서울 종로구 종로35가길 19
1444,서울 종로구,도시대기,111123,종로구,2021113005,0.004,0.5,0.011,0.032,39.0,30.0,서울 종로구 종로35가길 19
1445,서울 종로구,도시대기,111123,종로구,2021113006,0.004,0.5,0.009,0.034,33.0,25.0,서울 종로구 종로35가길 19
1446,서울 종로구,도시대기,111123,종로구,2021113007,0.003,0.5,0.007,0.034,30.0,21.0,서울 종로구 종로35가길 19
1447,서울 종로구,도시대기,111123,종로구,2021113008,0.003,0.5,0.004,0.039,23.0,18.0,서울 종로구 종로35가길 19
1448,서울 종로구,도시대기,111123,종로구,2021113009,0.003,0.6,0.003,0.041,20.0,14.0,서울 종로구 종로35가길 19
1449,서울 종로구,도시대기,111123,종로구,2021113010,0.003,0.7,0.002,0.042,19.0,14.0,서울 종로구 종로35가길 19
1450,서울 종로구,도시대기,111123,종로구,2021113011,0.003,0.6,0.003,0.042,10.0,8.0,서울 종로구 종로35가길 19
1451,서울 종로구,도시대기,111123,종로구,2021113012,0.003,0.6,0.003,0.039,4.0,1.0,서울 종로구 종로35가길 19
1452,서울 종로구,도시대기,111123,종로구,2021113013,0.003,0.7,0.002,0.044,16.0,9.0,서울 종로구 종로35가길 19
1453,서울 종로구,도시대기,111123,종로구,2021113014,0.003,0.7,0.01,0.035,20.0,15.0,서울 종로구 종로35가길 19
1454,서울 종로구,도시대기,111123,종로구,2021113015,0.003,0.5,0.023,0.016,11.0,10.0,서울 종로구 종로35가길 19
1455,서울 종로구,도시대기,111123,종로구,2021113016,0.003,0.6,0.019,0.017,9.0,7.0,서울 종로구 종로35가길 19
1456,서울 종로구,도시대기,111123,종로구,2021113017,0.003,0.6,0.024,0.012,18.0,16.0,서울 종로구 종로35가길 19
1457,서울 종로구,도시대기,111123,종로구,2021113018,0.003,0.5,0.024,0.012,21.0,18.0,서울 종로구 종로35가길 19
1458,서울 종로구,도시대기,111123,종로구,2021113019,0.003,0.4,0.026,0.011,15.0,14.0,서울 종로구 종로35가길 19
1459,서울 종로구,도시대기,111123,종로구,2021113020,0.002,0.4,0.025,0.011,15.0,11.0,서울 종로구 종로35가길 19
1460,서울 종로구,도시대기,111123,종로구,2021113021,0.002,0.4,0.027,0.009,16.0,10.0,서울 종로구 종로35가길 19
1461,서울 종로구,도시대기,111123,종로구,2021113022,0.002,0.3,0.028,0.008,14.0,10.0,서울 종로구 종로35가길 19
1462,서울 종로구,도시대기,111123,종로구,2021113023,0.003,0.3,0.027,0.007,13.0,10.0,서울 종로구 종로35가길 19
1463,서울 종로구,도시대기,111123,종로구,2021113024,0.002,0.3,0.027,0.007,16.0,11.0,서울 종로구 종로35가길 19
1464,서울 종로구,도시대기,111123,종로구,2021120101,0.002,0.3,0.026,0.006,18.0,12.0,서울 종로구 종로35가길 19
1465,서울 종로구,도시대기,111123,종로구,2021120102,0.002,0.3,0.027,0.006,18.0,12.0,서울 종로구 종로35가길 19
1466,서울 종로구,도시대기,111123,종로구,2021120103,0.002,0.3,0.027,0.007,19.0,16.0,서울 종로구 종로35가길 19
1467,서울 종로구,도시대기,111123,종로구,2021120104,0.002,0.3,0.025,0.008,22.0,18.0,서울 종로구 종로35가길 19
1468,서울 종로구,도시대기,111123,종로구,2021120105,0.002,0.3,0.026,0.006,22.0,17.0,서울 종로구 종로35가길 19
1469,서울 종로구,도시대기,111123,종로구,2021120106,0.002,0.3,0.025,0.008,21.0,14.0,서울 종로구 종로35가길 19
1470,서울 종로구,도시대기,111123,종로구,2021120107,0.002,0.3,0.023,0.011,18.0,12.0,서울 종로구 종로35가길 19
1471,서울 종로구,도시대기,111123,종로구,2021120108,0.002,0.3,0.021,0.014,12.0,6.0,서울 종로구 종로35가길 19
1472,서울 종로구,도시대기,111123,종로구,2021120109,0.003,0.4,0.021,0.012,9.0,4.0,서울 종로구 종로35가길 19
1473,서울 종로구,도시대기,111123,종로구,2021120110,0.002,0.3,0.024,0.01,14.0,7.0,서울 종로구 종로35가길 19
1474,서울 종로구,도시대기,111123,종로구,2021120111,0.002,0.3,0.025,0.009,16.0,10.0,서울 종로구 종로35가길 19
1475,서울 종로구,도시대기,111123,종로구,2021120112,0.002,0.3,0.025,0.009,14.0,7.0,서울 종로구 종로35가길 19
1476,서울 종로구,도시대기,111123,종로구,2021120113,0.002,0.3,0.026,0.007,15.0,11.0,서울 종로구 종로35가길 19
1477,서울 종로구,도시대기,111123,종로구,2021120114,0.003,0.4,0.026,0.008,17.0,8.0,서울 종로구 종로35가길 19
1478,서울 종로구,도시대기,111123,종로구,2021120115,0.003,0.4,0.026,0.009,14.0,11.0,서울 종로구 종로35가길 19
1479,서울 종로구,도시대기,111123,종로구,2021120116,0.003,0.4,0.024,0.01,16.0,10.0,서울 종로구 종로35가길 19
1480,서울 종로구,도시대기,111123,종로구,2021120117,0.002,0.4,0.023,0.01,14.0,7.0,서울 종로구 종로35가길 19
1481,서울 종로구,도시대기,111123,종로구,2021120118,0.002,0.4,0.02,0.014,11.0,6.0,서울 종로구 종로35가길 19
1482,서울 종로구,도시대기,111123,종로구,2021120119,0.003,0.5,0.018,0.016,16.0,10.0,서울 종로구 종로35가길 19
1483,서울 종로구,도시대기,111123,종로구,2021120120,0.002,0.4,0.02,0.013,21.0,15.0,서울 종로구 종로35가길 19
1484,서울 종로구,도시대기,111123,종로구,2021120121,0.003,0.4,0.02,0.013,20.0,14.0,서울 종로구 종로35가길 19
1485,서울 종로구,도시대기,111123,종로구,2021120122,0.003,0.4,0.02,0.012,16.0,11.0,서울 종로구 종로35가길 19
1486,서울 종로구,도시대기,111123,종로구,2021120123,0.003,0.4,0.02,0.013,14.0,12.0,서울 종로구 종로35가길 19
1487,서울 종로구,도시대기,111123,종로구,2021120124,0.003,0.4,0.016,0.017,16.0,11.0,서울 종로구 종로35가길 19
1488,서울 종로구,도시대기,111123,종로구,2021120201,0.002,0.4,0.015,0.017,19.0,11.0,서울 종로구 종로35가길 19
1489,서울 종로구,도시대기,111123,종로구,2021120202,0.002,0.4,0.015,0.016,18.0,12.0,서울 종로구 종로35가길 19
1490,서울 종로구,도시대기,111123,종로구,2021120203,0.003,0.4,0.021,0.01,17.0,10.0,서울 종로구 종로35가길 19
1491,서울 종로구,도시대기,111123,종로구,2021120204,0.003,0.4,0.02,0.01,17.0,11.0,서울 종로구 종로35가길 19
1492,서울 종로구,도시대기,111123,종로구,2021120205,0.003,0.4,0.019,0.011,16.0,12.0,서울 종로구 종로35가길 19
1493,서울 종로구,도시대기,111123,종로구,2021120206,0.003,0.4,0.014,0.018,16.0,11.0,서울 종로구 종로35가길 19
1494,서울 종로구,도시대기,111123,종로구,2021120207,0.003,0.5,0.007,0.028,17.0,12.0,서울 종로구 종로35가길 19
1495,서울 종로구,도시대기,111123,종로구,2021120208,0.003,0.6,0.002,0.038,21.0,14.0,서울 종로구 종로35가길 19
1496,서울 종로구,도시대기,111123,종로구,2021120209,0.003,0.7,0.003,0.038,21.0,15.0,서울 종로구 종로35가길 19
1497,서울 종로구,도시대기,111123,종로구,2021120210,0.003,0.7,0.005,0.038,30.0,17.0,서울 종로구 종로35가길 19
1498,서울 종로구,도시대기,111123,종로구,2021120211,0.003,0.6,0.009,0.029,29.0,15.0,서울 종로구 종로35가길 19
1499,서울 종로구,도시대기,111123,종로구,2021120212,0.003,0.6,0.008,0.032,29.0,17.0,서울 종로구 종로35가길 19
1500,서울 종로구,도시대기,111123,종로구,2021120213,0.004,0.5,0.007,0.033,29.0,22.0,서울 종로구 종로35가길 19
1501,서울 종로구,도시대기,111123,종로구,2021120214,0.003,0.5,0.009,0.032,30.0,19.0,서울 종로구 종로35가길 19
1502,서울 종로구,도시대기,111123,종로구,2021120215,0.004,0.5,0.015,0.027,27.0,16.0,서울 종로구 종로35가길 19
1503,서울 종로구,도시대기,111123,종로구,2021120216,0.003,0.5,0.015,0.024,24.0,16.0,서울 종로구 종로35가길 19
1504,서울 종로구,도시대기,111123,종로구,2021120217,0.003,0.5,0.014,0.027,20.0,17.0,서울 종로구 종로35가길 19
1505,서울 종로구,도시대기,111123,종로구,2021120218,0.003,0.5,0.015,0.025,20.0,12.0,서울 종로구 종로35가길 19
1506,서울 종로구,도시대기,111123,종로구,2021120219,0.003,0.6,0.007,0.034,24.0,15.0,서울 종로구 종로35가길 19
1507,서울 종로구,도시대기,111123,종로구,2021120220,0.003,0.5,0.007,0.033,25.0,15.0,서울 종로구 종로35가길 19
1508,서울 종로구,도시대기,111123,종로구,2021120221,0.003,0.5,0.015,0.025,22.0,14.0,서울 종로구 종로35가길 19
1509,서울 종로구,도시대기,111123,종로구,2021120222,0.003,0.5,0.01,0.029,18.0,13.0,서울 종로구 종로35가길 19
1510,서울 종로구,도시대기,111123,종로구,2021120223,0.003,0.6,0.002,0.041,20.0,13.0,서울 종로구 종로35가길 19
1511,서울 종로구,도시대기,111123,종로구,2021120224,0.003,0.7,0.002,0.042,22.0,13.0,서울 종로구 종로35가길 19
1512,서울 종로구,도시대기,111123,종로구,2021120301,0.003,0.8,0.002,0.042,24.0,17.0,서울 종로구 종로35가길 19
1513,서울 종로구,도시대기,111123,종로구,2021120302,0.004,0.9,0.002,0.042,23.0,14.0,서울 종로구 종로35가길 19
1514,서울 종로구,도시대기,111123,종로구,2021120303,0.003,0.7,0.01,0.031,26.0,17.0,서울 종로구 종로35가길 19
1515,서울 종로구,도시대기,111123,종로구,2021120304,0.003,0.4,0.022,0.013,28.0,17.0,서울 종로구 종로35가길 19
1516,서울 종로구,도시대기,111123,종로구,2021120305,0.003,0.5,0.02,0.013,33.0,19.0,서울 종로구 종로35가길 19
1517,서울 종로구,도시대기,111123,종로구,2021120306,0.003,0.5,0.017,0.017,30.0,20.0,서울 종로구 종로35가길 19
1518,서울 종로구,도시대기,111123,종로구,2021120307,0.003,0.4,0.021,0.016,29.0,16.0,서울 종로구 종로35가길 19
1519,서울 종로구,도시대기,111123,종로구,2021120308,0.003,0.5,0.015,0.022,27.0,12.0,서울 종로구 종로35가길 19
1520,서울 종로구,도시대기,111123,종로구,2021120309,0.003,0.5,0.015,0.022,32.0,11.0,서울 종로구 종로35가길 19
1521,서울 종로구,도시대기,111123,종로구,2021120310,0.003,0.4,0.02,0.016,32.0,10.0,서울 종로구 종로35가길 19
1522,서울 종로구,도시대기,111123,종로구,2021120311,0.003,0.4,0.024,0.011,24.0,9.0,서울 종로구 종로35가길 19
1523,서울 종로구,도시대기,111123,종로구,2021120312,0.003,0.4,0.027,0.01,16.0,5.0,서울 종로구 종로35가길 19
1524,서울 종로구,도시대기,111123,종로구,2021120313,0.003,0.4,0.027,0.009,15.0,4.0,서울 종로구 종로35가길 19
1525,서울 종로구,도시대기,111123,종로구,2021120314,0.003,0.4,0.028,0.009,13.0,5.0,서울 종로구 종로35가길 19
1526,서울 종로구,도시대기,111123,종로구,2021120315,0.003,0.4,0.027,0.01,14.0,7.0,서울 종로구 종로35가길 19
1527,서울 종로구,도시대기,111123,종로구,2021120316,,,,,,,서울 종로구 종로35가길 19
1528,서울 종로구,도시대기,111123,종로구,2021120317,,,,,,,서울 종로구 종로35가길 19
1529,서울 종로구,도시대기,111123,종로구,2021120318,,,,,,,서울 종로구 종로35가길 19
1530,서울 종로구,도시대기,111123,종로구,2021120319,0.003,0.4,0.018,0.016,19.0,11.0,서울 종로구 종로35가길 19
1531,서울 종로구,도시대기,111123,종로구,2021120320,0.002,0.4,0.018,0.016,16.0,8.0,서울 종로구 종로35가길 19
1532,서울 종로구,도시대기,111123,종로구,2021120321,0.003,0.4,0.014,0.02,16.0,10.0,서울 종로구 종로35가길 19
1533,서울 종로구,도시대기,111123,종로구,2021120322,0.002,0.4,0.017,0.016,16.0,9.0,서울 종로구 종로35가길 19
1534,서울 종로구,도시대기,111123,종로구,2021120323,0.003,0.4,0.021,0.011,13.0,6.0,서울 종로구 종로35가길 19
1535,서울 종로구,도시대기,111123,종로구,2021120324,0.002,0.4,0.02,0.013,14.0,7.0,서울 종로구 종로35가길 19
1536,서울 종로구,도시대기,111123,종로구,2021120401,0.003,0.4,0.02,0.013,19.0,8.0,서울 종로구 종로35가길 19
1537,서울 종로구,도시대기,111123,종로구,2021120402,0.003,0.4,0.02,0.014,14.0,7.0,서울 종로구 종로35가길 19
1538,서울 종로구,도시대기,111123,종로구,2021120403,0.003,0.4,0.019,0.016,17.0,8.0,서울 종로구 종로35가길 19
1539,서울 종로구,도시대기,111123,종로구,2021120404,0.003,0.5,0.011,0.023,13.0,7.0,서울 종로구 종로35가길 19
1540,서울 종로구,도시대기,111123,종로구,2021120405,0.003,0.5,0.008,0.027,16.0,7.0,서울 종로구 종로35가길 19
1541,서울 종로구,도시대기,111123,종로구,2021120406,0.003,0.6,0.004,0.031,13.0,7.0,서울 종로구 종로35가길 19
