,지역,망,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
531,서울 종로구,도시대기,111123,종로구,2022012304,0.004,0.7,0.006,0.049,43.0,39.0,서울 종로구 종로35가길 19
532,서울 종로구,도시대기,111123,종로구,2022012305,0.005,0.8,0.008,0.044,45.0,42.0,서울 종로구 종로35가길 19
533,서울 종로구,도시대기,111123,종로구,2022012306,0.004,0.7,0.009,0.041,47.0,38.0,서울 종로구 종로35가길 19
534,서울 종로구,도시대기,111123,종로구,2022012307,0.004,0.7,0.01,0.038,49.0,40.0,서울 종로구 종로35가길 19
535,서울 종로구,도시대기,111123,종로구,2022012308,0.004,0.7,0.007,0.042,49.0,39.0,서울 종로구 종로35가길 19
536,서울 종로구,도시대기,111123,종로구,2022012309,0.004,0.7,0.01,0.04,51.0,42.0,서울 종로구 종로35가길 19
537,서울 종로구,도시대기,111123,종로구,2022012310,0.004,0.9,0.008,0.046,51.0,42.0,서울 종로구 종로35가길 19
538,서울 종로구,도시대기,111123,종로구,2022012311,0.004,1.0,0.008,0.051,57.0,47.0,서울 종로구 종로35가길 19
539,서울 종로구,도시대기,111123,종로구,2022012312,0.005,0.8,0.014,0.041,58.0,49.0,서울 종로구 종로35가길 19
540,서울 종로구,도시대기,111123,종로구,2022012313,0.005,0.8,0.026,0.029,57.0,51.0,서울 종로구 종로35가길 19
541,서울 종로구,도시대기,111123,종로구,2022012314,0.005,0.7,0.037,0.022,63.0,54.0,서울 종로구 종로35가길 19
542,서울 종로구,도시대기,111123,종로구,2022012315,0.005,0.8,0.039,0.024,63.0,58.0,서울 종로구 종로35가길 19
543,서울 종로구,도시대기,111123,종로구,2022012316,0.005,0.8,0.035,0.029,72.0,61.0,서울 종로구 종로35가길 19
544,서울 종로구,도시대기,111123,종로구,2022012317,0.005,0.8,0.037,0.028,74.0,60.0,서울 종로구 종로35가길 19
545,서울 종로구,도시대기,111123,종로구,2022012318,0.004,0.8,0.038,0.026,80.0,65.0,서울 종로구 종로35가길 19
546,서울 종로구,도시대기,111123,종로구,2022012319,0.004,0.9,0.034,0.028,79.0,65.0,서울 종로구 종로35가길 19
547,서울 종로구,도시대기,111123,종로구,2022012320,0.004,0.9,0.029,0.031,83.0,68.0,서울 종로구 종로35가길 19
548,서울 종로구,도시대기,111123,종로구,2022012321,0.004,1.0,0.018,0.042,88.0,74.0,서울 종로구 종로35가길 19
549,서울 종로구,도시대기,111123,종로구,2022012322,0.003,1.1,0.006,0.058,79.0,63.0,서울 종로구 종로35가길 19
550,서울 종로구,도시대기,111123,종로구,2022012323,0.004,0.9,0.017,0.042,75.0,62.0,서울 종로구 종로35가길 19
551,서울 종로구,도시대기,111123,종로구,2022012324,0.004,1.0,0.008,0.051,65.0,55.0,서울 종로구 종로35가길 19
552,서울 종로구,도시대기,111123,종로구,2022012401,0.004,0.8,0.013,0.044,57.0,47.0,서울 종로구 종로35가길 19
553,서울 종로구,도시대기,111123,종로구,2022012402,0.004,0.8,0.016,0.039,44.0,37.0,서울 종로구 종로35가길 19
554,서울 종로구,도시대기,111123,종로구,2022012403,0.004,0.8,0.013,0.042,36.0,31.0,서울 종로구 종로35가길 19
555,서울 종로구,도시대기,111123,종로구,2022012404,0.004,0.7,0.014,0.04,28.0,24.0,서울 종로구 종로35가길 19
556,서울 종로구,도시대기,111123,종로구,2022012405,0.003,0.7,0.011,0.044,21.0,19.0,서울 종로구 종로35가길 19
557,서울 종로구,도시대기,111123,종로구,2022012406,0.003,0.6,0.016,0.036,17.0,14.0,서울 종로구 종로35가길 19
558,서울 종로구,도시대기,111123,종로구,2022012407,0.003,0.5,0.013,0.038,13.0,11.0,서울 종로구 종로35가길 19
559,서울 종로구,도시대기,111123,종로구,2022012408,0.003,0.6,0.006,0.051,11.0,10.0,서울 종로구 종로35가길 19
560,서울 종로구,도시대기,111123,종로구,2022012409,0.003,0.6,0.007,0.05,12.0,10.0,서울 종로구 종로35가길 19
561,서울 종로구,도시대기,111123,종로구,2022012410,0.004,0.5,0.019,0.034,13.0,6.0,서울 종로구 종로35가길 19
562,서울 종로구,도시대기,111123,종로구,2022012411,0.004,0.4,0.031,0.02,20.0,9.0,서울 종로구 종로35가길 19
563,서울 종로구,도시대기,111123,종로구,2022012412,0.004,0.4,0.037,0.015,21.0,12.0,서울 종로구 종로35가길 19
564,서울 종로구,도시대기,111123,종로구,2022012413,0.004,0.4,0.037,0.015,25.0,13.0,서울 종로구 종로35가길 19
565,서울 종로구,도시대기,111123,종로구,2022012414,0.004,0.4,0.036,0.017,20.0,12.0,서울 종로구 종로35가길 19
566,서울 종로구,도시대기,111123,종로구,2022012415,0.004,0.4,0.034,0.019,20.0,16.0,서울 종로구 종로35가길 19
567,서울 종로구,도시대기,111123,종로구,2022012416,0.004,0.4,0.034,0.02,20.0,13.0,서울 종로구 종로35가길 19
568,서울 종로구,도시대기,111123,종로구,2022012417,0.004,0.4,0.035,0.02,19.0,14.0,서울 종로구 종로35가길 19
569,서울 종로구,도시대기,111123,종로구,2022012418,0.004,0.5,0.028,0.03,17.0,12.0,서울 종로구 종로35가길 19
570,서울 종로구,도시대기,111123,종로구,2022012419,0.004,0.6,0.02,0.038,22.0,16.0,서울 종로구 종로35가길 19
571,서울 종로구,도시대기,111123,종로구,2022012420,0.004,0.5,0.022,0.034,19.0,14.0,서울 종로구 종로35가길 19
572,서울 종로구,도시대기,111123,종로구,2022012421,0.003,0.4,0.024,0.029,17.0,11.0,서울 종로구 종로35가길 19
573,서울 종로구,도시대기,111123,종로구,2022012422,0.003,0.4,0.02,0.033,15.0,10.0,서울 종로구 종로35가길 19
574,서울 종로구,도시대기,111123,종로구,2022012423,0.003,0.5,0.021,0.03,14.0,11.0,서울 종로구 종로35가길 19
575,서울 종로구,도시대기,111123,종로구,2022012424,0.003,0.4,0.026,0.025,14.0,10.0,서울 종로구 종로35가길 19
576,서울 종로구,도시대기,111123,종로구,2022012501,0.003,0.4,0.021,0.031,17.0,12.0,서울 종로구 종로35가길 19
577,서울 종로구,도시대기,111123,종로구,2022012502,0.004,0.4,0.023,0.025,14.0,10.0,서울 종로구 종로35가길 19
578,서울 종로구,도시대기,111123,종로구,2022012503,0.003,0.4,0.028,0.02,14.0,10.0,서울 종로구 종로35가길 19
579,서울 종로구,도시대기,111123,종로구,2022012504,0.003,0.3,0.033,0.014,14.0,10.0,서울 종로구 종로35가길 19
580,서울 종로구,도시대기,111123,종로구,2022012505,0.003,0.3,0.029,0.016,15.0,11.0,서울 종로구 종로35가길 19
581,서울 종로구,도시대기,111123,종로구,2022012506,0.003,0.4,0.023,0.021,14.0,9.0,서울 종로구 종로35가길 19
582,서울 종로구,도시대기,111123,종로구,2022012507,0.003,0.4,0.017,0.027,14.0,11.0,서울 종로구 종로35가길 19
583,서울 종로구,도시대기,111123,종로구,2022012508,0.003,0.4,0.011,0.034,14.0,11.0,서울 종로구 종로35가길 19
584,서울 종로구,도시대기,111123,종로구,2022012509,0.003,0.5,0.008,0.036,18.0,14.0,서울 종로구 종로35가길 19
585,서울 종로구,도시대기,111123,종로구,2022012510,0.003,0.5,0.004,0.042,21.0,15.0,서울 종로구 종로35가길 19
586,서울 종로구,도시대기,111123,종로구,2022012511,0.003,0.5,0.004,0.044,23.0,17.0,서울 종로구 종로35가길 19
587,서울 종로구,도시대기,111123,종로구,2022012512,0.003,0.5,0.004,0.043,25.0,16.0,서울 종로구 종로35가길 19
588,서울 종로구,도시대기,111123,종로구,2022012513,0.003,0.6,0.004,0.042,26.0,18.0,서울 종로구 종로35가길 19
589,서울 종로구,도시대기,111123,종로구,2022012514,0.004,0.6,0.005,0.042,27.0,18.0,서울 종로구 종로35가길 19
590,서울 종로구,도시대기,111123,종로구,2022012515,0.003,0.6,0.006,0.042,33.0,21.0,서울 종로구 종로35가길 19
591,서울 종로구,도시대기,111123,종로구,2022012516,0.004,0.7,0.003,0.046,37.0,27.0,서울 종로구 종로35가길 19
592,서울 종로구,도시대기,111123,종로구,2022012517,0.004,0.7,0.003,0.048,40.0,32.0,서울 종로구 종로35가길 19
593,서울 종로구,도시대기,111123,종로구,2022012518,0.004,0.6,0.018,0.034,40.0,31.0,서울 종로구 종로35가길 19
594,서울 종로구,도시대기,111123,종로구,2022012519,0.003,0.7,0.026,0.029,42.0,33.0,서울 종로구 종로35가길 19
595,서울 종로구,도시대기,111123,종로구,2022012520,0.003,0.7,0.024,0.029,51.0,38.0,서울 종로구 종로35가길 19
596,서울 종로구,도시대기,111123,종로구,2022012521,0.003,0.7,0.022,0.029,58.0,43.0,서울 종로구 종로35가길 19
597,서울 종로구,도시대기,111123,종로구,2022012522,0.003,0.7,0.024,0.025,51.0,39.0,서울 종로구 종로35가길 19
598,서울 종로구,도시대기,111123,종로구,2022012523,0.003,0.7,0.026,0.023,49.0,40.0,서울 종로구 종로35가길 19
599,서울 종로구,도시대기,111123,종로구,2022012524,0.003,0.6,0.029,0.02,48.0,39.0,서울 종로구 종로35가길 19
600,서울 종로구,도시대기,111123,종로구,2022012601,0.003,0.6,0.023,0.023,52.0,41.0,서울 종로구 종로35가길 19
601,서울 종로구,도시대기,111123,종로구,2022012602,0.003,0.7,0.018,0.025,54.0,43.0,서울 종로구 종로35가길 19
602,서울 종로구,도시대기,111123,종로구,2022012603,0.004,0.7,0.025,0.017,64.0,48.0,서울 종로구 종로35가길 19
603,서울 종로구,도시대기,111123,종로구,2022012604,0.003,0.8,0.02,0.021,68.0,52.0,서울 종로구 종로35가길 19
604,서울 종로구,도시대기,111123,종로구,2022012605,0.003,0.8,0.013,0.027,68.0,55.0,서울 종로구 종로35가길 19
605,서울 종로구,도시대기,111123,종로구,2022012606,0.003,0.9,0.008,0.033,65.0,53.0,서울 종로구 종로35가길 19
606,서울 종로구,도시대기,111123,종로구,2022012607,0.003,0.9,0.003,0.04,67.0,55.0,서울 종로구 종로35가길 19
607,서울 종로구,도시대기,111123,종로구,2022012608,0.003,1.0,0.003,0.045,64.0,49.0,서울 종로구 종로35가길 19
608,서울 종로구,도시대기,111123,종로구,2022012609,0.003,1.0,0.006,0.043,63.0,49.0,서울 종로구 종로35가길 19
609,서울 종로구,도시대기,111123,종로구,2022012610,0.003,0.9,0.009,0.043,58.0,45.0,서울 종로구 종로35가길 19
610,서울 종로구,도시대기,111123,종로구,2022012611,0.005,0.8,0.025,0.027,53.0,46.0,서울 종로구 종로35가길 19
611,서울 종로구,도시대기,111123,종로구,2022012612,0.005,0.7,0.038,0.018,53.0,44.0,서울 종로구 종로35가길 19
612,서울 종로구,도시대기,111123,종로구,2022012613,0.004,0.7,0.034,0.024,56.0,46.0,서울 종로구 종로35가길 19
613,서울 종로구,도시대기,111123,종로구,2022012614,0.004,0.7,0.036,0.024,57.0,47.0,서울 종로구 종로35가길 19
614,서울 종로구,도시대기,111123,종로구,2022012615,0.005,0.6,0.039,0.025,60.0,49.0,서울 종로구 종로35가길 19
615,서울 종로구,도시대기,111123,종로구,2022012616,0.005,0.7,0.04,0.023,64.0,52.0,서울 종로구 종로35가길 19
616,서울 종로구,도시대기,111123,종로구,2022012617,0.005,0.7,0.037,0.024,63.0,46.0,서울 종로구 종로35가길 19
617,서울 종로구,도시대기,111123,종로구,2022012618,0.004,0.6,0.033,0.024,53.0,40.0,서울 종로구 종로35가길 19
618,서울 종로구,도시대기,111123,종로구,2022012619,0.003,0.8,0.029,0.029,53.0,38.0,서울 종로구 종로35가길 19
619,서울 종로구,도시대기,111123,종로구,2022012620,0.004,0.7,0.023,0.034,60.0,46.0,서울 종로구 종로35가길 19
620,서울 종로구,도시대기,111123,종로구,2022012621,0.004,0.7,0.02,0.035,60.0,47.0,서울 종로구 종로35가길 19
621,서울 종로구,도시대기,111123,종로구,2022012622,0.004,0.6,0.021,0.029,53.0,42.0,서울 종로구 종로35가길 19
622,서울 종로구,도시대기,111123,종로구,2022012623,0.004,0.5,0.028,0.019,46.0,35.0,서울 종로구 종로35가길 19
623,서울 종로구,도시대기,111123,종로구,2022012624,0.004,0.6,0.024,0.023,45.0,34.0,서울 종로구 종로35가길 19
624,서울 종로구,도시대기,111123,종로구,2022012701,0.003,0.6,0.025,0.021,51.0,38.0,서울 종로구 종로35가길 19
625,서울 종로구,도시대기,111123,종로구,2022012702,0.003,0.6,0.024,0.02,49.0,35.0,서울 종로구 종로35가길 19
626,서울 종로구,도시대기,111123,종로구,2022012703,0.003,0.6,0.025,0.019,48.0,38.0,서울 종로구 종로35가길 19
627,서울 종로구,도시대기,111123,종로구,2022012704,0.003,0.6,0.022,0.021,48.0,39.0,서울 종로구 종로35가길 19
628,서울 종로구,도시대기,111123,종로구,2022012705,0.003,0.6,0.023,0.02,48.0,39.0,서울 종로구 종로35가길 19
629,서울 종로구,도시대기,111123,종로구,2022012706,0.003,0.7,0.015,0.029,52.0,42.0,서울 종로구 종로35가길 19
630,서울 종로구,도시대기,111123,종로구,2022012707,0.003,0.7,0.01,0.034,53.0,42.0,서울 종로구 종로35가길 19
631,서울 종로구,도시대기,111123,종로구,2022012708,0.003,0.7,0.009,0.037,56.0,44.0,서울 종로구 종로35가길 19
632,서울 종로구,도시대기,111123,종로구,2022012709,0.004,0.8,0.008,0.041,61.0,49.0,서울 종로구 종로35가길 19
633,서울 종로구,도시대기,111123,종로구,2022012710,0.004,0.9,0.013,0.041,60.0,46.0,서울 종로구 종로35가길 19
634,서울 종로구,도시대기,111123,종로구,2022012711,0.004,0.8,0.021,0.034,70.0,54.0,서울 종로구 종로35가길 19
635,서울 종로구,도시대기,111123,종로구,2022012712,0.005,0.9,0.019,0.036,74.0,58.0,서울 종로구 종로35가길 19
636,서울 종로구,도시대기,111123,종로구,2022012713,0.005,0.7,0.028,0.027,73.0,56.0,서울 종로구 종로35가길 19
637,서울 종로구,도시대기,111123,종로구,2022012714,0.004,0.7,0.032,0.023,69.0,53.0,서울 종로구 종로35가길 19
638,서울 종로구,도시대기,111123,종로구,2022012715,0.004,0.6,0.035,0.022,58.0,45.0,서울 종로구 종로35가길 19
639,서울 종로구,도시대기,111123,종로구,2022012716,0.004,0.5,0.038,0.02,51.0,39.0,서울 종로구 종로35가길 19
640,서울 종로구,도시대기,111123,종로구,2022012717,0.004,0.6,0.036,0.021,54.0,38.0,서울 종로구 종로35가길 19
641,서울 종로구,도시대기,111123,종로구,2022012718,0.004,0.7,0.033,0.025,65.0,47.0,서울 종로구 종로35가길 19
642,서울 종로구,도시대기,111123,종로구,2022012719,0.004,0.7,0.026,0.032,67.0,50.0,서울 종로구 종로35가길 19
643,서울 종로구,도시대기,111123,종로구,2022012720,0.004,0.7,0.023,0.034,61.0,46.0,서울 종로구 종로35가길 19
644,서울 종로구,도시대기,111123,종로구,2022012721,0.004,0.7,0.024,0.029,56.0,45.0,서울 종로구 종로35가길 19
645,서울 종로구,도시대기,111123,종로구,2022012722,0.004,0.6,0.028,0.023,60.0,44.0,서울 종로구 종로35가길 19
646,서울 종로구,도시대기,111123,종로구,2022012723,0.004,0.6,0.03,0.019,60.0,45.0,서울 종로구 종로35가길 19
647,서울 종로구,도시대기,111123,종로구,2022012724,0.003,0.6,0.029,0.019,57.0,45.0,서울 종로구 종로35가길 19
648,서울 종로구,도시대기,111123,종로구,2022012801,0.003,0.5,0.03,0.017,52.0,40.0,서울 종로구 종로35가길 19
649,서울 종로구,도시대기,111123,종로구,2022012802,0.004,0.5,0.032,0.013,39.0,28.0,서울 종로구 종로35가길 19
650,서울 종로구,도시대기,111123,종로구,2022012803,0.004,0.4,0.036,0.01,39.0,27.0,서울 종로구 종로35가길 19
651,서울 종로구,도시대기,111123,종로구,2022012804,0.003,0.4,0.034,0.01,31.0,19.0,서울 종로구 종로35가길 19
652,서울 종로구,도시대기,111123,종로구,2022012805,0.003,0.4,0.033,0.01,28.0,16.0,서울 종로구 종로35가길 19
653,서울 종로구,도시대기,111123,종로구,2022012806,0.003,0.4,0.029,0.013,27.0,16.0,서울 종로구 종로35가길 19
654,서울 종로구,도시대기,111123,종로구,2022012807,0.003,0.5,0.025,0.018,27.0,17.0,서울 종로구 종로35가길 19
655,서울 종로구,도시대기,111123,종로구,2022012808,0.003,0.5,0.018,0.024,29.0,18.0,서울 종로구 종로35가길 19
656,서울 종로구,도시대기,111123,종로구,2022012809,0.003,0.5,0.018,0.025,29.0,19.0,서울 종로구 종로35가길 19
657,서울 종로구,도시대기,111123,종로구,2022012810,0.004,0.6,0.019,0.025,28.0,15.0,서울 종로구 종로35가길 19
658,서울 종로구,도시대기,111123,종로구,2022012811,0.004,0.6,0.023,0.022,33.0,20.0,서울 종로구 종로35가길 19
659,서울 종로구,도시대기,111123,종로구,2022012812,0.004,0.5,0.029,0.018,34.0,22.0,서울 종로구 종로35가길 19
660,서울 종로구,도시대기,111123,종로구,2022012813,0.005,0.5,0.029,0.02,37.0,27.0,서울 종로구 종로35가길 19
661,서울 종로구,도시대기,111123,종로구,2022012814,0.004,0.5,0.032,0.018,37.0,25.0,서울 종로구 종로35가길 19
662,서울 종로구,도시대기,111123,종로구,2022012815,0.004,0.5,0.033,0.017,40.0,29.0,서울 종로구 종로35가길 19
663,서울 종로구,도시대기,111123,종로구,2022012816,0.004,0.5,0.037,0.015,37.0,25.0,서울 종로구 종로35가길 19
664,서울 종로구,도시대기,111123,종로구,2022012817,0.004,0.5,0.035,0.018,34.0,23.0,서울 종로구 종로35가길 19
665,서울 종로구,도시대기,111123,종로구,2022012818,0.003,0.5,0.034,0.018,36.0,24.0,서울 종로구 종로35가길 19
666,서울 종로구,도시대기,111123,종로구,2022012819,0.003,0.6,0.023,0.028,36.0,24.0,서울 종로구 종로35가길 19
667,서울 종로구,도시대기,111123,종로구,2022012820,0.003,0.5,0.021,0.028,35.0,24.0,서울 종로구 종로35가길 19
668,서울 종로구,도시대기,111123,종로구,2022012821,0.003,0.5,0.029,0.019,33.0,23.0,서울 종로구 종로35가길 19
669,서울 종로구,도시대기,111123,종로구,2022012822,0.003,0.4,0.035,0.012,25.0,16.0,서울 종로구 종로35가길 19
670,서울 종로구,도시대기,111123,종로구,2022012823,0.003,0.4,0.033,0.013,22.0,13.0,서울 종로구 종로35가길 19
671,서울 종로구,도시대기,111123,종로구,2022012824,0.003,0.4,0.032,0.012,21.0,13.0,서울 종로구 종로35가길 19
672,서울 종로구,도시대기,111123,종로구,2022012901,0.003,0.4,0.031,0.012,26.0,17.0,서울 종로구 종로35가길 19
673,서울 종로구,도시대기,111123,종로구,2022012902,0.003,0.4,0.03,0.011,27.0,17.0,서울 종로구 종로35가길 19
674,서울 종로구,도시대기,111123,종로구,2022012903,0.003,0.5,0.027,0.013,28.0,18.0,서울 종로구 종로35가길 19
675,서울 종로구,도시대기,111123,종로구,2022012904,0.003,0.4,0.03,0.011,28.0,18.0,서울 종로구 종로35가길 19
676,서울 종로구,도시대기,111123,종로구,2022012905,0.003,0.5,0.025,0.017,29.0,18.0,서울 종로구 종로35가길 19
677,서울 종로구,도시대기,111123,종로구,2022012906,0.003,0.5,0.02,0.021,29.0,21.0,서울 종로구 종로35가길 19
678,서울 종로구,도시대기,111123,종로구,2022012907,0.003,0.5,0.02,0.02,30.0,22.0,서울 종로구 종로35가길 19
679,서울 종로구,도시대기,111123,종로구,2022012908,0.004,0.5,0.025,0.015,30.0,22.0,서울 종로구 종로35가길 19
680,서울 종로구,도시대기,111123,종로구,2022012909,0.003,0.5,0.026,0.014,30.0,23.0,서울 종로구 종로35가길 19
681,서울 종로구,도시대기,111123,종로구,2022012910,0.004,0.5,0.029,0.011,24.0,14.0,서울 종로구 종로35가길 19
682,서울 종로구,도시대기,111123,종로구,2022012911,0.005,0.5,0.03,0.012,31.0,18.0,서울 종로구 종로35가길 19
683,서울 종로구,도시대기,111123,종로구,2022012912,0.005,0.5,0.03,0.014,29.0,19.0,서울 종로구 종로35가길 19
684,서울 종로구,도시대기,111123,종로구,2022012913,0.004,0.5,0.034,0.011,31.0,21.0,서울 종로구 종로35가길 19
685,서울 종로구,도시대기,111123,종로구,2022012914,0.004,0.4,0.036,0.011,26.0,16.0,서울 종로구 종로35가길 19
686,서울 종로구,도시대기,111123,종로구,2022012915,0.003,0.4,0.038,0.009,31.0,15.0,서울 종로구 종로35가길 19
687,서울 종로구,도시대기,111123,종로구,2022012916,0.003,0.3,0.041,0.008,24.0,13.0,서울 종로구 종로35가길 19
688,서울 종로구,도시대기,111123,종로구,2022012917,0.003,0.4,0.04,0.01,24.0,11.0,서울 종로구 종로35가길 19
689,서울 종로구,도시대기,111123,종로구,2022012918,0.004,0.4,0.036,0.014,28.0,15.0,서울 종로구 종로35가길 19
690,서울 종로구,도시대기,111123,종로구,2022012919,0.003,0.5,0.034,0.016,29.0,17.0,서울 종로구 종로35가길 19
691,서울 종로구,도시대기,111123,종로구,2022012920,0.004,0.5,0.03,0.019,30.0,17.0,서울 종로구 종로35가길 19
692,서울 종로구,도시대기,111123,종로구,2022012921,0.003,0.5,0.025,0.025,34.0,22.0,서울 종로구 종로35가길 19
693,서울 종로구,도시대기,111123,종로구,2022012922,0.004,0.5,0.028,0.02,30.0,19.0,서울 종로구 종로35가길 19
694,서울 종로구,도시대기,111123,종로구,2022012923,0.004,0.5,0.032,0.014,29.0,19.0,서울 종로구 종로35가길 19
695,서울 종로구,도시대기,111123,종로구,2022012924,0.004,0.5,0.029,0.015,35.0,22.0,서울 종로구 종로35가길 19
696,서울 종로구,도시대기,111123,종로구,2022013001,0.004,0.5,0.03,0.014,38.0,24.0,서울 종로구 종로35가길 19
697,서울 종로구,도시대기,111123,종로구,2022013002,0.003,0.6,0.028,0.015,33.0,22.0,서울 종로구 종로35가길 19
698,서울 종로구,도시대기,111123,종로구,2022013003,0.003,0.6,0.024,0.019,32.0,24.0,서울 종로구 종로35가길 19
699,서울 종로구,도시대기,111123,종로구,2022013004,0.003,0.7,0.017,0.026,30.0,21.0,서울 종로구 종로35가길 19
700,서울 종로구,도시대기,111123,종로구,2022013005,0.003,0.7,0.014,0.029,34.0,22.0,서울 종로구 종로35가길 19
701,서울 종로구,도시대기,111123,종로구,2022013006,0.003,0.6,0.019,0.023,32.0,21.0,서울 종로구 종로35가길 19
702,서울 종로구,도시대기,111123,종로구,2022013007,0.003,0.6,0.018,0.024,34.0,21.0,서울 종로구 종로35가길 19
703,서울 종로구,도시대기,111123,종로구,2022013008,0.003,0.7,0.008,0.036,35.0,23.0,서울 종로구 종로35가길 19
704,서울 종로구,도시대기,111123,종로구,2022013009,0.004,0.7,0.012,0.033,37.0,26.0,서울 종로구 종로35가길 19
705,서울 종로구,도시대기,111123,종로구,2022013010,0.004,0.7,0.018,0.029,31.0,19.0,서울 종로구 종로35가길 19
706,서울 종로구,도시대기,111123,종로구,2022013011,0.005,0.6,0.024,0.022,33.0,25.0,서울 종로구 종로35가길 19
707,서울 종로구,도시대기,111123,종로구,2022013012,0.004,0.6,0.027,0.02,35.0,23.0,서울 종로구 종로35가길 19
708,서울 종로구,도시대기,111123,종로구,2022013013,0.004,0.6,0.028,0.021,34.0,22.0,서울 종로구 종로35가길 19
709,서울 종로구,도시대기,111123,종로구,2022013014,0.004,0.5,0.036,0.013,31.0,21.0,서울 종로구 종로35가길 19
710,서울 종로구,도시대기,111123,종로구,2022013015,0.004,0.4,0.041,0.008,28.0,19.0,서울 종로구 종로35가길 19
711,서울 종로구,도시대기,111123,종로구,2022013016,0.003,0.4,0.041,0.01,27.0,19.0,서울 종로구 종로35가길 19
712,서울 종로구,도시대기,111123,종로구,2022013017,0.003,0.4,0.042,0.01,29.0,16.0,서울 종로구 종로35가길 19
713,서울 종로구,도시대기,111123,종로구,2022013018,0.004,0.4,0.036,0.014,31.0,19.0,서울 종로구 종로35가길 19
714,서울 종로구,도시대기,111123,종로구,2022013019,0.003,0.5,0.03,0.019,29.0,15.0,서울 종로구 종로35가길 19
715,서울 종로구,도시대기,111123,종로구,2022013020,0.004,0.5,0.028,0.02,25.0,14.0,서울 종로구 종로35가길 19
716,서울 종로구,도시대기,111123,종로구,2022013021,0.004,0.5,0.034,0.014,29.0,19.0,서울 종로구 종로35가길 19
717,서울 종로구,도시대기,111123,종로구,2022013022,0.004,0.4,0.034,0.012,31.0,18.0,서울 종로구 종로35가길 19
718,서울 종로구,도시대기,111123,종로구,2022013023,0.004,0.4,0.031,0.013,30.0,17.0,서울 종로구 종로35가길 19
719,서울 종로구,도시대기,111123,종로구,2022013024,0.003,0.4,0.029,0.015,26.0,14.0,서울 종로구 종로35가길 19
720,서울 종로구,도시대기,111123,종로구,2022013101,0.003,0.5,0.026,0.018,30.0,18.0,서울 종로구 종로35가길 19
721,서울 종로구,도시대기,111123,종로구,2022013102,0.003,0.5,0.028,0.014,27.0,16.0,서울 종로구 종로35가길 19
722,서울 종로구,도시대기,111123,종로구,2022013103,0.003,0.5,0.023,0.02,26.0,17.0,서울 종로구 종로35가길 19
723,서울 종로구,도시대기,111123,종로구,2022013104,0.004,0.5,0.02,0.023,25.0,16.0,서울 종로구 종로35가길 19
724,서울 종로구,도시대기,111123,종로구,2022013105,0.003,0.5,0.022,0.021,25.0,17.0,서울 종로구 종로35가길 19
725,서울 종로구,도시대기,111123,종로구,2022013106,0.003,0.5,0.026,0.016,25.0,16.0,서울 종로구 종로35가길 19
726,서울 종로구,도시대기,111123,종로구,2022013107,0.003,0.6,0.014,0.029,27.0,17.0,서울 종로구 종로35가길 19
727,서울 종로구,도시대기,111123,종로구,2022013108,0.003,0.7,0.006,0.039,24.0,18.0,서울 종로구 종로35가길 19
728,서울 종로구,도시대기,111123,종로구,2022013109,0.003,0.8,0.006,0.046,26.0,20.0,서울 종로구 종로35가길 19
729,서울 종로구,도시대기,111123,종로구,2022013110,0.004,0.9,0.009,0.042,29.0,19.0,서울 종로구 종로35가길 19
730,서울 종로구,도시대기,111123,종로구,2022013111,0.004,0.8,0.013,0.038,38.0,31.0,서울 종로구 종로35가길 19
731,서울 종로구,도시대기,111123,종로구,2022013112,0.004,0.7,0.016,0.036,37.0,29.0,서울 종로구 종로35가길 19
732,서울 종로구,도시대기,111123,종로구,2022013113,0.004,0.6,0.025,0.028,38.0,28.0,서울 종로구 종로35가길 19
733,서울 종로구,도시대기,111123,종로구,2022013114,0.004,0.5,0.035,0.019,38.0,27.0,서울 종로구 종로35가길 19
734,서울 종로구,도시대기,111123,종로구,2022013115,0.004,0.5,0.036,0.02,37.0,27.0,서울 종로구 종로35가길 19
735,서울 종로구,도시대기,111123,종로구,2022013116,0.004,0.5,0.041,0.014,38.0,29.0,서울 종로구 종로35가길 19
736,서울 종로구,도시대기,111123,종로구,2022013117,0.004,0.5,0.042,0.013,35.0,26.0,서울 종로구 종로35가길 19
737,서울 종로구,도시대기,111123,종로구,2022013118,0.004,0.5,0.04,0.016,31.0,23.0,서울 종로구 종로35가길 19
738,서울 종로구,도시대기,111123,종로구,2022013119,0.003,0.5,0.036,0.019,31.0,22.0,서울 종로구 종로35가길 19
739,서울 종로구,도시대기,111123,종로구,2022013120,0.004,0.6,0.03,0.026,28.0,21.0,서울 종로구 종로35가길 19
740,서울 종로구,도시대기,111123,종로구,2022013121,0.004,0.6,0.025,0.032,27.0,22.0,서울 종로구 종로35가길 19
741,서울 종로구,도시대기,111123,종로구,2022013122,0.003,0.5,0.035,0.019,29.0,21.0,서울 종로구 종로35가길 19
742,서울 종로구,도시대기,111123,종로구,2022013123,0.003,0.4,0.033,0.017,28.0,22.0,서울 종로구 종로35가길 19
743,서울 종로구,도시대기,111123,종로구,2022013124,0.003,0.5,0.028,0.021,29.0,24.0,서울 종로구 종로35가길 19
744,서울 종로구,도시대기,111123,종로구,2022020101,0.003,0.6,0.035,0.014,32.0,29.0,서울 종로구 종로35가길 19
